291	2
292	2
293	3
294	3
295	2
296	4
297	0
298	4
299	4
300	8
301	4
302	7
303	7
304	5
305	11
306	8
307	8
308	14
309	8
310	7
311	12
312	11
313	3
314	15
315	12
316	11
317	15
318	8
319	11
320	12
321	9
322	9
323	6
324	8
325	13
326	4
327	5
328	8
329	6
330	6
331	6
332	11
333	4
334	11
335	8
336	10
337	10
338	10
339	10
340	8
341	10
342	12
343	9
344	8
345	7
346	4
347	10
348	7
349	6
350	4
351	10
352	7
353	4
354	12
355	3
356	8
357	8
358	5
359	7
360	5
361	5
362	6
363	6
364	6
365	1
366	2
367	5
368	0
369	1
370	2
371	4
372	4
373	1
374	3
375	1
376	0
377	1
378	2
379	1
380	1
381	0
382	1
383	2
384	1
385	0
386	1
387	0
388	2
389	2
390	0
391	1
392	1
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	1
401	0
402	1
403	1
404	1
405	0
406	1
407	0
408	0
409	0
410	1
411	2
412	1
413	1
414	1
415	0
416	0
417	0
418	1
419	1
420	0
421	0
422	0
423	1
424	0
425	0
426	0
427	0
428	1
429	0
430	0
431	0
432	0
433	0
434	0
435	1
436	0
437	0
438	1
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	1
449	1
450	0
451	0
452	0
453	0
454	0
455	1
456	2
457	0
458	0
459	1
460	2
461	0
462	1
463	0
464	0
465	2
466	0
467	0
468	0
469	1
470	0
471	2
472	1
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	1
481	3
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	1
494	0
495	1
496	1
497	1
498	1
499	3
500	1
501	0
502	0
503	1
504	2
505	2
506	1
507	1
508	0
509	1
510	2
511	1
512	0
513	1
514	1
515	1
516	2
517	3
518	3
519	0
520	0
521	1
522	1
523	2
524	2
525	1
526	0
527	4
528	2
529	3
530	2
531	3
532	3
533	1
534	5
535	3
536	1
537	1
538	2
539	0
540	1
541	3
542	1
543	0
544	0
545	0
546	1
547	5
548	0
549	0
550	2
551	4
552	2
553	0
554	1
555	3
556	3
557	1
558	0
559	0
560	0
561	3
562	5
563	0
564	1
565	4
566	1
567	0
568	0
569	1
570	1
571	2
572	1
573	1
574	0
575	0
576	2
577	0
578	0
579	1
580	0
581	1
582	1
583	1
584	0
585	2
586	1
587	0
588	1
589	0
590	0
591	1
592	0
593	0
594	1
595	1
596	0
597	2
598	1
599	1
600	0
